mlbam_id,Name,Team,GS,IP,ER,R,ERA,ip_f,starter_id,handoffs,bq_runners,actual_bq,exp_re_emp,exp_re_pub,exp_sp_emp,exp_sp_pub,adjERA_re_emp,adjERA_re_pub,adjERA_sp_emp,adjERA_sp_pub,adjRA9_sp_emp,RA9,delta,delta_pct
676979,Garrett Crochet,Boston Red Sox,32,205.1,59,62,2.59,205.33333333333331,676979,3,5,3,0.9515470420558152,1.0350000000000001,1.0307394149276234,1.02,2.4962528735966023,2.4999107142857144,2.4997239678620877,2.499253246753247,2.6312174743555943,2.7175324675324677,-0.09027603213791213,-0.03485561086405874
690990,Cade Horton,Chicago Cubs,22,118.0,35,40,2.67,118.0,690990,9,15,3,3.504329793163081,3.565,3.70308394975688,3.66,2.7079573571056588,2.7125847457627117,2.7231165724390842,2.7198305084745757,3.104472504642474,3.0508474576271185,0.0531165724390843,0.019893847355462284
642547,Freddy Peralta,Milwaukee Brewers,33,176.2,53,54,2.7,176.66666666666663,642547,6,14,5,6.503720971982517,6.454,6.778216288577196,6.65,2.776604653289676,2.7740716981132083,2.790588376965254,2.7840566037735854,2.841531773191669,2.7509433962264156,0.09058837696525401,0.03355125072787186
554430,Zack Wheeler,Philadelphia Phillies,24,149.2,45,48,2.71,149.66666666666663,554430,5,9,4,2.5931845065740333,2.5949999999999998,2.808764395730656,2.7199999999999998,2.621416440261691,2.621525612472161,2.6343800416140932,2.6290423162583525,2.8147809324826905,2.886414253897551,-0.07561995838590674,-0.027904043684836434
668881,Hunter Greene,Cincinnati Reds,19,107.2,33,35,2.76,107.66666666666667,668881,5,9,3,3.4533368766450483,3.449,3.612850088926343,3.52,2.796408964920793,2.796046439628483,2.809742886690437,2.801981424148607,2.976925549229137,2.9256965944272446,0.04974288669043725,0.018022785032767122
656876,Drew Rasmussen,Tampa Bay Rays,31,150.0,46,47,2.76,150.0,656876,3,4,1,1.1026454831612424,1.1400000000000001,1.16338258730102,1.25,2.7661587289896747,2.7683999999999997,2.7698029552380614,2.775,2.8298029552380615,2.82,0.009802955238061628,0.0035517953761092856
608331,Max Fried,New York Yankees,32,195.1,62,73,2.86,195.33333333333331,608331,9,13,3,3.9708256646622484,4.036,4.072077942424674,4.109999999999999,2.9013861654366573,2.904389078498294,2.9060513727738333,2.907798634812287,3.4128773113403863,3.363481228668942,0.04605137277383342,0.016101878592249447
671096,Andrew Abbott,Cincinnati Reds,29,166.1,53,60,2.87,166.33333333333331,671096,9,14,4,3.7344710416155413,3.7279999999999998,3.9034678999365777,3.9000000000000004,2.8533681725924245,2.853018036072145,2.8625122911789336,2.862324649298597,3.2412698062089937,3.2464929859719445,-0.00748770882106653,-0.0026089577773750973
601713,Nick Pivetta,San Diego Padres,31,181.2,58,63,2.87,181.66666666666663,601713,8,9,4,2.431372585207058,2.409,2.4619422604114805,2.49,2.7956826785331943,2.794574311926606,2.7971971395066246,2.7985871559633035,3.0449035615249733,3.1211009174311934,-0.07280286049337548,-0.02536685034612386
693433,Bryan Woo,Seattle Mariners,30,186.2,61,64,2.94,186.66666666666663,693433,5,8,2,2.5349766892251635,2.573,2.574599051651549,2.63,2.9668649475162137,2.9686982142857152,2.9687753114189146,2.9714464285714297,3.113418168561772,3.0857142857142863,0.02877531141891465,0.009787520890787296
594798,Jacob deGrom,Texas Rangers,30,172.2,57,57,2.97,172.66666666666663,594798,8,9,4,2.6936229100084814,2.782,2.7474904335112114,2.92,2.902949456699284,2.907555984555985,2.9057572233683455,2.9147490347490357,2.9057572233683455,2.971042471042472,-0.06424277663165467,-0.02163056452244265
702070,Noah Cameron,Kansas City Royals,24,138.1,46,46,2.99,138.33333333333331,702070,13,21,7,5.535851929403891,5.856,5.9342273061381015,5.95,2.897513258057603,2.918342168674699,2.923431656061997,2.924457831325302,2.923431656061997,2.99277108433735,-0.06656834393800315,-0.022263660179934162
